Word,Pinyin,Tag,WF,HD,PF,CF,NC,NS,NWF,AoL,NM,REG,AoA,CON,FAM,IMG
娘,niang2,n,63,3,394,389,3,10,24,4,3,-1,3.08,6.77,6.7,6.89
酿,niang4,v,8,3,0,15,3,14,3,10,2,-1,5.51,4.68,6.23,5.35
鸟,niao3,n,128,10,130,84,2,5,18,1,1,0,2.79,6.9,6.97,6.56
尿,niao4,n,13,2,19,20,2,7,10,8,2,-1,3.28,6.53,6.3,6.32
捏,nie1,v,32,2,43,32,3,10,5,5,3,0,4.38,5.79,6.09,6.03
孽,nie4,n,3,53,22,12,5,19,6,18,1,0,6.08,3.79,5.44,3.61
拧,ning2,v,37,22,163,12,3,8,2,8,3,1,4.44,5.86,5.9,6.36
凝,ning2,v,2,22,163,101,7,16,19,6,2,-1,5.05,4.23,5.97,5.38
妞,niu1,n,1,1,4,15,2,7,2,22,1,-1,4.59,6.1,6.13,5.76
牛,niu2,n,48,3,207,167,1,4,37,1,1,0,2.5,6.92,6.84,6.6
扭,niu3,v,26,12,84,63,2,7,10,4,1,-1,4.18,5.67,6.31,5.32
农,nong2,n,49,19,874,550,2,6,68,1,2,0,3.23,5.28,6.77,6.06
浓,nong2,a,30,19,874,79,3,9,19,5,2,1,4,4.51,6.41,5.65
弄,nong4,v,155,5,0,194,2,7,25,2,3,0,3.98,4.23,6.5,4.35
努,nu3,v,2,5,858,139,3,7,3,5,3,1,4.25,3.18,5.59,3.84
怒,nu4,v,6,3,90,199,3,9,27,3,3,1,4.08,4.86,5.84,6.46
女,nu:3,a,380,4,0,1481,1,3,52,4,2,0,2.28,5.53,6.5,5.9
暖,nuan3,a,19,5,109,74,5,13,20,3,1,0,3.8,4.87,6.31,5.42
挪,nuo2,v,19,6,7,33,3,9,3,11,1,-1,4.75,5.51,5.68,5.93
诺,nuo4,n,1,17,13,145,4,10,5,12,2,-1,5.05,3.5,5.63,4.13
趴,pa1,v,23,6,79,16,3,9,1,3,2,-1,3.92,5.75,6.65,6.42
爬,pa2,v,85,7,187,81,2,8,8,1,2,-1,3.33,5.7,6.53,6.67
怕,pa4,v,333,4,501,470,2,8,17,2,2,-1,3.23,5.1,6.71,5.48
拍,pai1,v,106,1,143,204,2,8,22,2,3,-1,3.36,5.85,6.53,6.23
排,pai2,v,53,10,326,258,2,11,34,1,4,-1,3.77,4.88,6.25,5.21
牌,pai2,n,133,10,326,174,3,12,16,13,3,-1,4.28,6.16,6.34,5.61
派,pai4,v,120,5,406,327,3,9,33,3,4,0,4.49,4.38,6.45,5.18
攀,pan1,v,13,4,33,29,6,19,8,5,2,0,4.95,5.95,6.57,6.03
蟠,pan2,v,1,18,186,2,3,18,2,15,1,-1,6.13,3.05,3.31,2.57
判,pan4,v,15,17,262,165,3,7,14,6,3,0,4.73,4.13,6.19,5.03
盼,pan4,v,32,17,262,46,3,9,5,5,2,-1,4.1,4.62,6.59,4.45
畔,pan4,n,10,17,262,22,3,10,3,7,1,-1,4.97,5.11,4.97,5.46
旁,pang2,n,48,13,341,238,4,10,18,2,2,-1,3.64,4.77,6,4.29
胖,pang4,a,45,2,0,51,3,9,9,2,2,-1,3.25,5.69,6.88,6.35
抛,pao1,v,24,3,32,50,3,7,6,7,2,0,4.46,5.9,6.03,5.74
刨,pao2,v,7,15,37,5,3,7,6,3,3,-1,5.08,5.65,5.45,5.79
咆,pao2,v,1,15,37,8,3,8,1,12,1,-1,5.44,4.93,5.28,4.38
炮,pao2,n,21,15,37,96,3,9,34,4,4,-1,3.9,6.59,6.59,5.87
袍,pao2,n,3,15,37,40,3,10,7,12,1,-1,5.21,5.82,6.03,5.82
跑,pao3,v,373,1,567,263,4,12,22,2,3,-1,3.53,6.34,6.91,6.29
泡,pao4,v,30,9,204,39,3,8,16,3,4,-1,3.66,5.33,5.84,5.64
胚,pei1,n,3,7,5,4,3,9,2,15,1,0,5.89,5.23,5.87,4.74
陪,pei2,v,80,11,171,116,3,10,9,6,1,0,4.23,5.38,6.56,5.59
培,pei2,v,2,11,171,134,3,11,10,4,1,0,4.44,3.97,6,4.46
赔,pei2,v,38,11,171,40,3,12,7,5,2,0,4.56,4.85,6.63,5.32
佩,pei4,v,4,17,220,94,4,8,6,5,3,0,4.83,4.36,6.06,4.13
配,pei4,v,46,17,220,192,2,10,32,7,4,0,4.6,3.87,6.19,4.1
喷,pen1,v,16,4,88,44,4,12,27,5,3,0,4.17,5.49,6.06,6.67
盆,pen2,n,17,4,107,37,3,9,15,4,1,-1,3.25,6.56,6.13,6.85
烹,peng1,v,3,16,29,7,4,11,2,18,2,-1,5.25,5.74,6.06,5.65
朋,peng2,n,1,40,438,277,2,8,4,1,1,0,3.42,5.27,6.58,5.75
棚,peng2,n,13,40,438,27,3,12,12,3,1,1,4.55,6.51,6.26,6.19
鹏,peng2,n,1,40,438,65,4,13,5,14,1,1,4.89,5.22,6.1,5.32
膨,peng2,v,1,40,438,17,5,16,4,13,1,1,5.42,4.73,5.19,5.46
捧,peng3,v,40,4,74,41,3,11,6,2,2,-1,3.72,5.7,6.78,6.03
碰,peng4,v,88,4,141,118,3,13,11,3,3,0,3.89,5.72,6.16,6.19
披,pi1,v,27,41,509,44,2,8,7,3,3,1,3.85,5.68,6.55,6.18
劈,pi1,v,13,41,509,30,5,15,14,4,4,1,4.98,5.74,6.16,5.58
霹,pi1,v,2,41,509,7,5,21,3,12,0,1,5.56,3.65,4.65,3.82
皮,pi2,n,44,41,479,261,1,5,67,2,4,0,3.05,6.38,6.61,6
脾,pi2,n,1,41,479,39,3,12,8,7,1,-1,5.53,5.59,5.19,5.14
癖,pi3,n,2,14,58,5,5,18,2,14,1,1,5.86,4.17,4.8,4.61
屁,pi4,n,21,17,130,38,3,7,5,13,1,-1,3.58,6.31,6.26,6.56
僻,pi4,a,1,17,130,17,5,15,10,5,3,1,5.35,4.05,5.16,4.54
骗,pian4,v,77,4,574,89,4,12,11,5,3,-1,4.08,5.08,6.47,6.07
漂,piao1,v,3,14,129,85,3,14,7,1,3,1,4.37,5.36,5.58,5.61
飘,piao1,v,28,14,129,87,4,15,22,2,1,1,4.1,4.95,6.52,6.58
瓢,piao2,n,8,3,10,5,3,16,4,2,1,1,4.53,6.53,5.26,6.62
瞟,piao3,v,3,6,6,8,3,16,1,8,1,1,5.4,5.51,5.81,5.79
票,piao4,n,101,7,125,156,2,11,19,4,3,0,3.82,6.61,6.75,5.91
撇,pie1,v,14,5,13,20,3,14,5,11,4,-1,5.03,4.97,5.45,5.29
瞥,pie1,v,11,5,13,24,3,16,3,18,1,-1,6.06,5.41,4.77,6.04
拼,pin1,v,8,6,87,55,3,9,9,3,2,-1,3.67,4.67,6.68,5.97
贫,pin2,a,16,13,161,108,3,8,18,4,3,-1,4.09,4.57,6.63,6.25
聘,pin4,v,15,5,7,32,3,13,7,13,2,0,5.94,4.95,6.13,5.46
平,ping2,a,20,41,1366,998,2,5,82,2,4,0,2.87,4.85,6.66,4.9
评,ping2,v,48,41,1366,194,3,7,20,3,1,1,4.4,4.82,6.5,4.55
屏,ping2,v,3,41,1366,45,3,9,11,2,3,-1,4.95,4.26,4.81,4.39
坡,po1,n,24,12,138,67,2,8,8,2,1,-1,3.83,6.27,6.13,6.43
泼,po1,v,10,12,138,31,4,8,6,2,2,-1,4.1,5.23,6.19,5.87
婆,po2,n,7,7,101,155,3,11,20,7,1,-1,3.55,5.82,6.68,5.62
迫,po4,v,2,16,585,125,2,8,23,8,3,-1,4.75,4.26,5.78,3.87
破,po4,v,63,16,585,336,2,10,43,2,4,-1,3.57,4.86,5.42,5.61
魄,po4,n,3,16,585,28,2,14,8,11,3,-1,5.69,2.95,5.03,4.24
剖,pou1,v,2,2,21,12,3,10,4,7,2,0,5.59,4.85,6.48,5.59
仆,pu1,n,1,16,174,55,2,4,11,13,2,1,4.58,5.46,5.32,5.11
扑,pu1,v,45,16,174,85,2,5,25,2,2,-1,3.79,5.45,6.68,5.82
铺,pu1,v,67,16,174,75,2,12,30,3,3,-1,4.47,5.17,4.81,6.11
朴,pu3,a,1,19,223,34,2,6,10,2,3,1,4.68,3.15,5.63,3.97
普,pu3,a,2,19,223,253,3,12,11,6,1,0,4.49,3.26,6.09,3.13
谱,pu3,n,12,19,223,26,4,14,9,10,3,1,5.17,5.57,5.57,5.14
妻,qi1,n,21,42,1369,195,2,8,7,9,2,0,4.21,6.51,6.84,6.85
栖,qi1,v,2,42,1369,11,2,10,3,5,2,-1,5.25,4.67,5.5,4.52
期,qi1,n,76,42,1369,734,3,12,54,3,3,1,3.87,3.11,6.32,3.73
欺,qi1,v,3,42,1369,63,4,12,11,4,2,1,4.45,4.33,6.44,4.84
漆,qi1,n,3,42,1369,31,4,14,19,6,2,1,4.63,6.18,6.19,5.71
齐,qi2,v,23,97,1479,219,2,6,17,2,4,0,3.83,4.05,4.75,4.45
奇,qi2,a,15,97,1479,456,3,8,45,2,3,0,3.5,3.79,6.63,5.29
骑,qi2,v,74,97,1479,102,5,11,9,3,2,1,3.8,5.84,6.37,6.7
棋,qi2,n,40,97,1479,61,3,12,8,10,1,1,3.97,6.63,6.81,6.55
旗,qi2,n,20,97,1479,89,4,14,20,1,3,1,3.81,6.54,6.63,6.74
企,qi3,n,18,27,3459,587,2,6,6,3,1,-1,4.39,3.78,5.03,4.11
启,qi3,v,2,27,3459,91,2,7,16,7,3,0,4.5,4,6.16,3.58
起,qi3,v,1142,27,3459,2546,3,10,92,1,5,-1,3.31,4.25,6.48,5.56
气,qi4,n,159,44,2641,1291,1,4,237,1,5,0,3.22,4.25,6.27,5.46
弃,qi4,v,8,44,2641,114,3,7,16,9,1,0,4.36,4.76,6.2,5.07
汽,qi4,n,2,44,2641,138,2,7,14,5,1,1,3.4,5.95,6.9,5.9
泣,qi4,v,1,44,2641,34,2,8,10,8,2,-1,4.45,5.51,6.41,6.19
砌,qi4,v,8,44,2641,8,3,9,4,8,1,-1,5.39,5.24,4.94,5.64
掐,qia1,v,14,2,7,9,3,11,1,9,2,0,4.45,5.51,6.38,5.77
迁,qian1,v,11,64,732,48,2,6,10,12,2,1,4.21,4.4,6.45,5.09
牵,qian1,v,22,64,732,65,3,9,11,5,2,0,3.82,5.48,6.55,6
铅,qian1,n,6,64,732,14,3,10,8,3,3,0,4.43,6.46,6.32,4.94
谦,qian1,a,1,64,732,39,3,12,5,7,1,-1,4.63,4,6.47,4.94
签,qian1,v,28,64,732,96,5,13,10,15,4,0,5,5.56,6.28,5.65
前,qian2,n,901,40,2639,1993,3,9,82,1,2,0,2.86,5.14,5.97,5.36
钱,qian2,n,976,40,2639,471,2,10,29,2,3,0,3.71,6.57,6.73,7
钳,qian2,v,1,40,2639,6,2,10,4,9,2,-1,5.18,5,5.44,5.32
掮,qian2,v,1,40,2639,1,3,11,2,20,1,-1,6.61,3.83,3.45,3.46
潜,qian2,a,1,40,2639,76,4,15,15,2,3,-1,5.18,3.6,4.81,3.74
浅,qian3,a,20,16,95,53,2,8,25,3,4,0,3.61,4.81,6.13,6
谴,qian3,v,1,16,95,12,5,15,1,10,1,1,5.91,4.41,5.23,4.57
欠,qian4,v,34,28,80,54,2,4,6,8,3,0,4.28,4.49,6.47,4.48
歉,qian4,n,2,28,80,49,4,14,6,8,2,-1,4.68,3.95,5.59,4.29
呛,qiang1,v,7,34,339,8,3,7,5,14,3,-1,4.81,5.49,5.48,5.75
枪,qiang1,n,39,34,339,186,3,8,46,2,2,-1,3.53,6.51,6.37,6.85
强,qiang2,a,214,17,812,726,3,12,60,4,4,-1,4.05,3.98,6.78,6
墙,qiang2,n,87,17,812,132,5,14,17,1,1,0,3.73,6.82,6.77,6.39
樯,qiang2,n,1,17,812,0,5,15,1,17,1,0,5.97,5.58,4.53,4.52
抢,qiang3,v,68,9,98,114,3,7,18,3,3,-1,3.78,5.78,6.52,6.85
跷,qiao1,v,1,30,218,7,4,13,3,3,2,-1,5.13,4.95,5.56,4.41
敲,qiao1,v,48,30,218,69,6,14,6,3,2,-1,4.16,6.03,6.77,6.69
锹,qiao1,n,13,30,218,3,3,14,1,9,1,-1,5.23,6.11,5.31,4.9
侨,qiao2,n,3,29,513,22,4,8,4,12,2,1,5.42,3.97,4.55,4.25
桥,qiao2,n,54,29,513,125,4,10,28,1,1,1,3.42,6.64,6.45,7
瞧,qiao2,v,403,29,513,162,4,17,7,3,1,-1,4.51,5.85,6.71,6.63
巧,qiao3,a,22,4,103,131,2,5,30,3,3,0,3.67,3.65,6.81,4.71
俏,qiao4,a,4,18,43,24,3,9,5,11,3,-1,4.77,4,5.84,6.07
翘,qiao4,v,13,18,43,14,4,12,4,2,3,-1,4.68,4.92,6.06,5.23
撬,qiao4,v,5,18,43,5,4,15,3,5,1,0,5.53,5.51,5,5.93
鞘,qiao4,n,2,18,43,8,3,16,1,11,2,-1,5.77,5.25,5.41,4.26
切,qie1,v,21,2,629,541,2,4,37,3,4,-1,3.6,5.15,6.42,5.58
妾,qie4,n,1,28,52,20,2,8,2,13,2,0,5.61,6.19,6.55,5.65
怯,qie4,a,2,28,52,27,3,8,8,12,1,-1,5,4.26,5.81,4.58
窃,qie4,v,2,28,52,33,4,9,8,6,2,1,5.38,5.45,6.39,5.68
亲,qin1,a,30,16,1079,830,2,9,68,1,4,0,3.05,3.9,6.58,5.09
侵,qin1,v,1,16,1079,76,4,9,11,9,2,0,4.98,4.79,6.48,4.45
琴,qin2,n,6,32,139,78,5,12,11,4,2,-1,3.82,6.69,6.84,6.79
禽,qin2,n,24,32,139,15,5,12,7,8,2,0,4.28,5.73,5.9,6.25
勤,qin2,a,12,32,139,75,3,13,21,5,3,0,4.26,4.36,6.44,4.65
擒,qin2,v,6,32,139,21,6,15,3,9,1,1,5.64,5.63,6.32,5.62
沁,qin4,v,2,12,3,14,2,7,3,6,3,-1,6.03,3.38,4.41,3.7
青,qing1,a,29,20,2178,521,2,8,76,1,3,0,3.23,4.67,6.03,5.55
氢,qing1,n,3,20,2178,4,3,9,10,17,1,0,6.31,5.05,6.29,4.76
轻,qing1,a,48,20,2178,691,3,9,47,1,4,0,3.48,4.67,6.63,5.65
倾,qing1,v,4,20,2178,91,4,10,23,6,3,1,4.72,4.23,5.94,4.26
清,qing1,a,93,20,2178,718,3,11,77,1,4,1,3.66,4.35,6.9,5.62
情,qing2,n,83,17,1389,1817,3,11,99,2,3,1,4.05,3.33,6.94,5.59
晴,qing2,a,7,17,1389,51,3,12,12,3,1,1,3.8,4.74,6.74,5.68
擎,qing2,v,3,17,1389,17,5,16,2,11,1,-1,6,4.87,4.88,4.39
请,qing3,v,535,9,367,528,3,10,23,1,2,1,3.38,3.83,6.9,5.38
庆,qing4,v,3,13,41,163,2,6,10,5,2,0,3.83,4.44,6.34,4.77
罄,qing4,v,2,13,41,1,5,17,1,24,1,0,6.63,4.3,3.16,4.14
穷,qiong2,a,99,30,146,87,3,7,22,2,4,0,3.65,4.79,6.72,5.61
丘,qiu1,n,1,29,172,43,1,5,7,7,3,0,4.38,6.03,6.03,5.68
秋,qiu1,n,37,29,172,185,2,9,33,1,3,0,3.2,5.33,6.53,6.18
囚,qiu2,v,1,54,839,20,2,5,12,5,2,0,4.74,5.45,5.56,5.97
求,qiu2,v,148,54,839,607,1,7,52,4,2,0,3.41,4.1,6.65,5.06
泅,qiu2,v,1,54,839,1,3,8,2,19,1,1,6.35,4.62,3.59,3.08
球,qiu2,n,114,54,839,293,2,11,42,3,3,1,2.95,6.84,6.81,6.77
区,qu1,n,242,43,1016,743,2,4,43,4,3,0,4.1,4.72,6.32,4.61
曲,qu1,n,15,43,1016,157,1,6,36,1,4,0,3.77,5.41,6.74,5.09
驱,qu1,v,3,43,1016,44,4,7,17,5,2,1,5.08,4.75,6.16,5.26
屈,qu1,v,12,43,1016,77,3,8,16,10,3,-1,4.69,4.33,6.09,5.15
躯,qu1,n,8,43,1016,39,3,11,5,5,1,1,4.6,6.08,5.97,6.14
趋,qu1,v,7,43,1016,53,4,12,9,15,3,-1,5.18,3.92,6,3.55
渠,qu2,n,3,39,2,33,3,11,6,4,3,-1,5.25,6.22,5.52,6.15
取,qu3,v,92,9,597,550,2,8,60,3,3,0,3.87,5.65,6.72,5.88
娶,qu3,v,58,9,597,47,3,11,2,7,1,1,4.54,5.6,6.68,6.24
去,qu4,v,2541,17,4226,3213,2,5,37,1,4,0,2.53,4.78,6.7,5.75
觑,qu4,v,1,17,4226,11,3,15,1,14,1,-1,6.61,4.49,3.71,4.61
趣,qu4,n,1,17,4226,154,4,15,16,3,2,1,4.29,3.68,5.97,4.44
全,quan2,a,750,48,2018,1648,2,6,53,2,3,0,3.1,3.95,6.48,5.06
权,quan2,n,123,48,2018,422,2,6,44,3,4,-1,4.83,3.68,6.13,4.39
泉,quan2,n,35,48,2018,68,2,9,16,2,2,0,3.47,6.44,6.87,6.61
拳,quan2,n,14,48,2018,89,3,10,10,4,3,-1,4,6.58,6.53,6.48
犬,quan3,n,13,9,8,18,1,4,3,14,1,0,3.89,6.75,6.93,6.48
劝,quan4,v,84,8,87,81,2,4,16,6,2,0,4.03,5.28,6.81,6.19
券,quan4,n,13,8,87,43,3,8,1,12,2,-1,5.49,5.9,6.23,5.15
缺,que1,v,68,3,217,143,2,10,16,3,3,0,4.29,4.38,5.75,4.88
瘸,que2,v,7,1,0,5,4,16,1,8,1,-1,5.4,5.82,4.66,5.42
雀,que4,n,3,29,1237,28,3,11,10,1,2,0,3.83,6.71,6.41,5.68
裙,qun2,n,8,6,723,38,3,12,8,5,1,-1,3.53,6.7,6.69,7
燃,ran2,v,8,13,2344,61,4,16,18,6,2,1,4.6,5.51,6.19,6.03
染,ran3,v,32,9,132,88,3,9,19,4,2,0,4.63,5.43,6.58,6.42
嚷,rang3,v,32,6,114,40,6,20,9,5,2,-1,4.82,5.8,6.57,5.38
壤,rang3,n,1,6,114,13,6,20,2,8,2,1,4.91,6.03,5.19,5.5
让,rang4,v,1268,4,558,908,2,5,14,1,3,0,3.18,4.15,6.55,5.41
饶,rao2,v,24,8,29,38,3,9,10,5,3,-1,5.17,4.3,5.26,4.67
扰,rao3,v,5,5,35,64,3,7,13,5,1,-1,4.73,4.95,6.47,4.97
绕,rao4,v,32,3,77,77,3,9,13,3,3,-1,4.58,4.95,6.13,5.19
惹,re3,v,29,1,31,50,4,12,5,3,1,-1,4.53,4.28,6.59,5.06
热,re4,a,100,2,666,415,3,10,91,1,3,-1,3.18,6.03,6.77,6.85
人,ren2,n,5636,13,9784,9790,1,2,278,1,3,0,1.86,5.73,7,6.85
仁,ren2,a,9,13,9784,104,2,4,16,6,2,-1,4.95,3.13,6.16,5.09
忍,ren3,v,44,10,122,215,3,7,17,6,2,1,4.25,4.49,6.58,5.39
刃,ren4,n,3,36,1460,26,2,3,5,15,2,0,5,6.34,6.09,5.39
认,ren4,v,81,36,1460,814,2,4,25,3,2,1,3.23,4.36,6.5,4.82
任,ren4,v,72,36,1460,878,3,6,44,5,4,1,4.33,3.43,5,3.68
扔,reng1,v,81,1,267,45,2,5,2,2,2,-1,3.67,6.21,6.81,6.42
绒,rong2,n,2,45,737,21,3,9,15,5,2,1,4.9,6.18,6.13,5.1
茸,rong2,n,2,45,737,6,2,9,9,1,1,-1,5.03,5,5.31,4.32
荣,rong2,a,3,45,737,184,3,9,11,3,2,0,4.21,3.28,6.19,4.68
容,rong2,v,18,45,737,535,4,10,44,2,4,0,4.31,3.59,5.61,3.71
溶,rong2,v,2,45,737,11,5,13,15,16,1,1,4.93,5.15,6.13,5.52
榕,rong2,n,1,45,737,4,5,14,1,7,2,1,5.2,5.77,6.13,4.65
熔,rong2,v,2,45,737,6,5,14,11,6,1,1,5.13,5.15,6.09,5.39
融,rong2,v,12,45,737,96,5,16,14,5,3,0,4.61,3.92,5.26,4.54
柔,rou2,a,3,20,74,174,2,9,15,6,2,-1,4.34,4,6.4,5.36
揉,rou2,v,10,20,74,24,3,12,4,6,1,1,4.6,5.85,6.22,6.03
肉,rou4,n,143,2,173,162,1,6,24,4,3,0,3.05,6.76,6.78,6.63
儒,ru2,n,1,30,1362,31,3,16,2,13,2,-1,5.78,4.23,5.88,3.94
乳,ru3,n,4,5,57,32,3,8,20,5,4,0,4.45,5.71,6.34,5.55
入,ru4,v,263,14,499,920,1,2,65,2,3,0,2.83,5.24,6.1,5.82
软,ruan3,a,55,17,95,119,3,8,26,5,3,-1,3.38,5.61,6.41,5.65
蕊,rui3,n,2,6,1,5,4,15,1,19,1,0,5.08,6.18,5.94,5.5
锐,rui4,a,1,12,49,52,4,12,9,5,3,-1,4.39,3.62,5.42,5.3
润,run4,a,3,6,55,68,3,10,16,4,4,1,4.93,3.92,5.91,4.45
弱,ruo4,a,33,17,256,137,4,10,31,7,3,0,3.85,4.41,6.66,4.93
撒,sa1,v,40,3,51,65,4,15,12,3,3,-1,4.44,5.1,6.06,5.53
洒,sa3,v,23,5,36,43,2,9,9,4,2,-1,3.97,5.71,6.61,5.65
塞,sai1,v,26,11,90,143,4,13,23,4,3,0,4.51,5.25,6.06,5.82
腮,sai1,n,3,11,90,9,3,13,6,8,1,-1,5.64,6.38,6.06,5.47
赛,sai4,n,88,4,81,291,4,14,11,3,2,0,4.05,4.53,6.61,5.65
伞,san3,n,31,13,43,19,3,6,8,1,2,0,3.03,6.95,6.93,6.52
散,san3,v,55,13,43,197,3,12,51,4,4,0,4.15,4.58,6,5.15
桑,sang1,n,4,3,18,83,4,10,7,6,1,0,4.5,6.22,5.35,5.18
嗓,sang3,n,1,7,43,31,5,13,5,4,2,1,4.38,6.16,6.52,5.48
丧,sang4,v,4,2,42,76,3,8,20,7,2,0,4.72,4.3,5.13,4.43
骚,sao1,a,3,14,26,30,5,12,6,17,3,-1,5.7,3.59,5.25,4.39
臊,sao1,v,2,14,26,3,5,17,4,15,2,0,5.6,3.72,4.59,3.9
扫,sao3,v,40,3,284,144,2,6,19,1,3,0,3.18,6.05,6.63,6.41
嫂,sao3,n,15,3,284,47,3,12,6,9,2,-1,4.68,6.34,6.41,5.87
色,se4,n,67,31,747,830,2,6,199,2,4,0,3.19,4.59,5.87,5.71
涩,se4,a,3,31,747,23,4,10,6,7,3,0,5.15,4.38,6.25,5.82
僧,seng1,n,7,2,2,41,4,14,2,16,1,-1,4.7,6.76,6.28,5.84
杀,sha1,v,69,27,562,393,2,6,30,2,4,0,3.49,6.08,6.77,6.64
沙,sha1,n,42,27,562,232,3,7,41,2,3,-1,3.28,6.5,6.53,6.79
纱,sha1,n,8,27,562,42,3,7,22,4,2,-1,4.53,6.13,6.16,5.5
刹,sha1,v,10,27,562,41,3,8,10,8,2,1,5.6,4.58,5.09,4.19
砂,sha1,n,7,27,562,13,3,9,20,16,2,-1,4.95,6.03,6.06,5.68
鲨,sha1,n,2,27,562,4,6,15,1,4,1,1,5.33,6.28,5.81,6.77
傻,sha3,a,76,3,50,68,6,13,13,2,1,0,3.69,4.78,6.57,6.21
煞,sha4,v,3,13,63,28,4,13,9,8,4,0,5.75,3.1,4.44,3.29
筛,shai1,v,1,4,13,6,4,12,4,12,3,-1,5.39,5.22,5,5.64
晒,shai4,v,19,2,31,17,2,10,3,2,1,-1,4.2,5.44,6.45,5.74
山,shan1,n,302,41,1142,942,1,3,120,1,2,0,2.3,6.87,6.87,6.7
删,shan1,v,3,41,1142,6,2,7,3,11,1,-1,5,5.74,6.56,5.42
杉,shan1,n,1,41,1142,14,2,7,4,13,1,-1,5.25,6.21,6.25,5.94
衫,shan1,n,2,41,1142,59,2,8,9,5,1,1,4.05,6.48,6.74,6.33
煽,shan1,v,1,41,1142,7,4,14,4,19,1,1,5.53,4.74,5.81,5.1
闪,shan3,v,50,10,162,178,2,5,20,1,3,0,3.87,4.82,6.13,5.74
善,shan4,a,26,38,199,228,3,12,24,5,4,0,3.97,4,6.26,5.32
擅,shan4,v,1,38,199,23,6,16,5,15,2,0,5.6,2.79,5.72,3.55
鳝,shan4,n,1,38,199,1,6,20,2,20,1,1,5.78,5.72,5.38,4.58
伤,shang1,v,72,17,622,396,3,6,43,2,4,0,3.79,4.7,6.29,6.26
晌,shang3,n,2,6,79,32,4,10,4,6,2,-1,5.23,4.13,4.91,3.87
赏,shang3,n,33,6,79,103,4,12,19,5,3,0,4.74,3.75,5.59,5.38
上,shang4,n,4106,8,7255,5878,1,3,140,1,5,0,2.18,4.68,5.63,4.32
梢,shao1,n,1,17,117,13,3,11,9,2,1,-1,4.94,5.7,4.81,5.46
烧,shao1,v,114,17,117,126,3,10,25,3,4,-1,3.67,5.92,6.52,6.33
勺,shao2,n,7,7,12,8,2,3,4,3,2,0,3.39,6.65,6.19,6.56
少,shao3,a,325,1,1078,995,2,4,38,3,3,0,2.54,4.77,6.72,5.23
哨,shao4,n,4,10,133,24,3,10,12,2,3,-1,4.11,6.23,6.07,5.57
赊,she1,v,8,8,6,2,3,11,3,11,1,1,5.82,4.9,6,5.12
舌,she2,n,3,5,96,55,2,6,11,5,2,0,2.63,6.89,6.69,6.1
蛇,she2,n,72,5,96,55,3,11,9,2,1,-1,3.17,6.75,6.19,6.85
舍,she3,v,17,2,79,115,3,8,22,5,3,0,4.03,3.95,5.29,4.21
设,she4,v,67,27,2353,671,3,6,27,5,2,0,4.5,3.57,5.43,4.18
社,she4,n,52,27,2353,752,2,7,19,5,2,-1,4.41,4.4,6.67,4.38
射,she4,v,13,27,2353,150,2,10,33,3,3,0,4.28,5.58,6.71,6.44
涉,she4,v,13,27,2353,72,3,10,9,8,3,0,5.61,3.81,5.03,3.89
摄,she4,v,3,27,2353,90,4,13,6,5,3,-1,5.49,4.41,5.71,5.14
申,shen1,v,1,44,2013,83,1,5,8,12,3,0,4.41,3.03,5.41,3.55
伸,shen1,v,99,44,2013,172,2,7,11,2,2,1,3.69,5.46,6.26,6.04
身,shen1,n,288,44,2013,1742,1,7,93,1,4,0,3.13,5.6,6.73,5.68
绅,shen1,n,1,44,2013,19,2,8,8,7,2,1,5.49,3.72,4.32,4.5
深,shen1,a,198,44,2013,655,4,11,66,2,4,0,3.62,5.1,6.68,6
神,shen2,a,60,4,550,943,2,9,72,2,3,1,4.14,2.76,5.68,4.56
审,shen3,v,4,24,196,138,2,8,20,6,3,1,4.64,4.41,5.84,5.15
婶,shen3,n,23,24,196,16,3,11,6,6,1,1,3.77,6.49,6.13,6.88
肾,shen4,n,14,19,231,5,3,8,5,16,1,0,5.45,6.57,6.39,6.13
渗,shen4,v,3,19,231,17,4,11,6,6,1,-1,5.73,4.63,6.16,5.82
升,sheng1,v,76,27,5116,154,2,4,22,2,3,0,3.49,5.08,6.65,6.12
生,sheng1,v,194,27,5116,3179,2,5,183,1,5,0,2.75,4.05,6.1,4.43
声,sheng1,n,182,27,5116,1532,2,7,104,2,4,0,3.2,6.19,6.56,5.77
胜,sheng1,v,33,27,5116,246,3,9,31,3,4,1,3.86,4.05,6.32,5.32
绳,sheng2,n,8,8,159,43,3,11,12,4,1,0,3.45,6.97,6.44,6.48
省,sheng3,n,590,4,259,428,3,9,24,2,4,0,3.74,4.6,6.68,5.18
圣,sheng4,n,5,16,588,159,2,5,12,7,3,0,4.03,3.89,5.06,3.43
盛,sheng4,v,20,16,588,131,3,11,26,2,4,-1,4.15,5.03,6.61,5.12
剩,sheng4,v,65,16,588,77,4,12,6,4,1,-1,4.15,4.28,6.16,4.19
尸,shi1,n,8,41,1454,73,1,3,6,10,3,0,4.31,6.42,6.37,6.52
失,shi1,v,34,41,1454,549,2,5,74,4,4,0,3.36,4.3,6.37,4.64
师,shi1,n,63,41,1454,662,3,6,54,1,4,0,2.95,6.25,6.67,6.27
诗,shi1,n,51,41,1454,180,3,8,17,5,1,-1,3.67,6.13,6.94,5.74
施,shi1,v,11,41,1454,337,3,9,16,2,3,0,4.88,3.95,6.42,3.84
